chr,start,end
chr18,78286462,78367877
chr18,78367877,78437790
chr18,78437792,78512981
chr18,78512981,78586701
chr18,78586703,78657181
chr18,78657185,78733580
chr18,78733598,78811366
chr18,78811367,78889004
chr18,78889012,78964999
chr18,78964999,79033446
chr18,79033454,79116935
chr18,79116936,79200875
chr18,79200876,79289714
chr18,79289715,79365734
chr18,79365735,79427368
chr18,79427370,79484136
chr18,79484139,79551359
chr18,79551366,79614342
chr18,79614345,79675821
chr18,79675823,79743426
chr18,79743442,79809805
chr18,79809805,79889479
chr18,79889484,79963033
chr18,79963039,80049006
chr18,80049006,80136191
chr18,80136193,80224595
chr19,249194,319693
chr19,319699,382486
chr19,382489,436678
chr19,436683,501717
chr19,501717,555935
chr19,555938,607712
chr19,607717,653163
chr19,653166,711067
chr19,711102,774404
chr19,774414,825526
chr19,825528,872071
chr19,872072,920841
chr19,920842,979382
chr19,979384,1041836
chr19,1041853,1101260
chr19,1101261,1160810
chr19,1160818,1220183
chr19,1220185,1274943
chr19,1274944,1335646
chr19,1335647,1394531
chr19,1394531,1457893
chr19,1457893,1520955
chr19,1520956,1579581
chr19,1579589,1637737
chr19,1637738,1697738
chr19,1697755,1763317
chr19,1763331,1829752
chr19,1829756,1895222
chr19,1895225,1951295
chr19,1951296,2005652
chr19,2005653,2067243
chr19,2067243,2131635
chr19,2131644,2190752
chr19,2190754,2255442
chr19,2255447,2321656
chr19,2321662,2383692
chr19,2383718,2444156
chr19,2444157,2514567
chr19,2514572,2575155
chr19,2575156,2648325
chr19,2648326,2720139
chr19,2720140,2790327
chr19,2790328,2864915
chr19,2864919,2933009
chr19,2933014,2995056
chr19,2995056,3061117
chr19,3061118,3125893
chr19,3125894,3183951
chr19,3183959,3251254
chr19,3251284,3327571
chr19,3327572,3394536
chr19,3394536,3464759
chr19,3464761,3539737
chr19,3539737,3602502
chr19,3602511,3670819
chr19,3670820,3735936
chr19,3735936,3808220
chr19,3808221,3881837
chr19,3881842,3949844
chr19,3949845,4011418
chr19,4011437,4074320
chr19,4074321,4146272
chr19,4146289,4218283
chr19,4218283,4286348
chr19,4286350,4355801
chr19,4355810,4429600
chr19,4429605,4493117
chr19,4493122,4558061
chr19,4558080,4636014
chr19,4636015,4711793
chr19,4711827,4779966
chr19,4779995,4851543
chr19,4851560,4914914
chr19,4914914,4984869
chr19,4984872,5060081
chr19,5060086,5131594
chr19,5131596,5204090
chr19,5204100,5274975
chr19,5274979,5350988
chr19,5350991,5432239
chr19,5432261,5509312
chr19,5509319,5581217
chr19,5581232,5660369
chr19,5660371,5724114
chr19,5724124,5788217
chr19,5788217,5859528
chr19,5859542,5934708
chr19,5934731,6019744
chr19,6019763,6115294
chr19,6115336,6199813
chr19,6199815,6273908
chr19,6273917,6347811
chr19,6347822,6416685
chr19,6416690,6491625
chr19,6491653,6564271
chr19,6564283,6640174
chr19,6640181,6721205
chr19,6721225,6802475
chr19,6802477,6885736
chr19,6885737,6968605
chr19,6968607,7053399
chr19,7053402,7122571
chr19,7122580,7198509
chr19,7198524,7279173
chr19,7279224,7358041
chr19,7358045,7432972
chr19,7432989,7505537
chr19,7505548,7584335
chr19,7584335,7659758
chr19,7659760,7736287
chr19,7736287,7818466
chr19,7818481,7897445
chr19,7897457,7970258
chr19,7970258,8047897
chr19,8047906,8125529
chr19,8125548,8193069
chr19,8193081,8264577
chr19,8264577,8343518
chr19,8343519,8414345
chr19,8414351,8489035
chr19,8489040,8563144
chr19,8563152,8642170
chr19,8642170,8716392
chr19,8716401,8782024
chr19,8782053,8852727
chr19,8852760,8918125
chr19,8918126,9002268
chr19,9002278,9079273
chr19,9079273,9160851
chr19,9160856,9248428
chr19,9248447,9337556
chr19,9337560,9419358
chr19,9419366,9502010
chr19,9502013,9587638
chr19,9587657,9663642
chr19,9663643,9727813
chr19,9727814,9804696
chr19,9804705,9888534
chr19,9888536,9966112
chr19,9966114,10048558
chr19,10048561,10117678
chr19,10117692,10197211
chr19,10197224,10273946
chr19,10273947,10349644
chr19,10349649,10427302
chr19,10427319,10505062
chr19,10505078,10576938
chr19,10576939,10654187
chr19,10654189,10722972
chr19,10722972,10802500
chr19,10802541,10876037
chr19,10876037,10950584
chr19,10950599,11026211
chr19,11026221,11101564
chr19,11101565,11172143
chr19,11172150,11249239
chr19,11249244,11326952
chr19,11326959,11410171
chr19,11410171,11473564
chr19,11473572,11553584
chr19,11553600,11633903
chr19,11633927,11720961
chr19,11720976,11815888
chr19,11815911,11907696
chr19,11907697,11996778
chr19,11996782,12078769
chr19,12078774,12166811
chr19,12166818,12258160
chr19,12258160,12345875
chr19,12345899,12429859
chr19,12429862,12514929
chr19,12514933,12589470
chr19,12589481,12667544
chr19,12667546,12743985
chr19,12743985,12821859
chr19,12821861,12909766
chr19,12909767,12981722
chr19,12981723,13065338
chr19,13065351,13145429
chr19,13145430,13209403
chr19,13209407,13290874
chr19,13290875,13374309
chr19,13374328,13456681
chr19,13456706,13543115
chr19,13543122,13622511
chr19,13622516,13709722
chr19,13709725,13786378
chr19,13786379,13860403
chr19,13860404,13942663
chr19,13942679,14020887
chr19,14020888,14095175
chr19,14095176,14171342
chr19,14171348,14245590
chr19,14245592,14318103
chr19,14318104,14389037
chr19,14389045,14465694
chr19,14465695,14535769
chr19,14535770,14610569
chr19,14610570,14698622
chr19,14698625,14782986
chr19,14782987,14875844
chr19,14875844,14961823
chr19,14961837,15045116
chr19,15045120,15128854
chr19,15128863,15207931
chr19,15207944,15281132
chr19,15281136,15353337
chr19,15353338,15427112
chr19,15427117,15510607
chr19,15510609,15593103
chr19,15593116,15671465
chr19,15671468,15758339
chr19,15758344,15846429
chr19,15846433,15928392
chr19,15928416,16007564
chr19,16007591,16086537
chr19,16086547,16171029
chr19,16171030,16253053
chr19,16253068,16327828
chr19,16327842,16411507
chr19,16411507,16496479
chr19,16496492,16576386
chr19,16576395,16663415
chr19,16663416,16744600
chr19,16744626,16828678
chr19,16828678,16908773
chr19,16908799,16990500
chr19,16990514,17072953
chr19,17072960,17150403
chr19,17150407,17228398
chr19,17228399,17301207
chr19,17301211,17372906
chr19,17372906,17449211
chr19,17449239,17523566
chr19,17523571,17601269
chr19,17601277,17686237
chr19,17686237,17760239
chr19,17760240,17841299
chr19,17841322,17918653
chr19,17918654,17998120
chr19,17998124,18074301
chr19,18074303,18157243
chr19,18157252,18239445
chr19,18239473,18312194
chr19,18312209,18393487
chr19,18393487,18473223
chr19,18473235,18553422
chr19,18553423,18632372
chr19,18632375,18715182
chr19,18715191,18793307
chr19,18793307,18871108
chr19,18871113,18948418
chr19,18948422,19031013
chr19,19031029,19120171
chr19,19120181,19201662
chr19,19201677,19289663
chr19,19289665,19368761
chr19,19368785,19450765
chr19,19450765,19529215
chr19,19529222,19613445
chr19,19613445,19689172
chr19,19689173,19773107
chr19,19773108,19866227
chr19,19866233,19961062
chr19,19961073,20052159
chr19,20052164,20126219
chr19,20126220,20182929
chr19,20182934,20254531
chr19,20254539,20335633
chr19,20335634,20417558
chr19,20417576,20502776
chr19,20502781,20584169
chr19,20584179,20671098
chr19,20671099,20761412
chr19,20761416,20834193
chr19,20834193,20907594
chr19,20907596,20986702
chr19,20986706,21076131
chr19,21076131,21170333
chr19,21170334,21260448
chr19,21260449,21346665
chr19,21346666,21433544
chr19,21433547,21517003
chr19,21517011,21586000
chr19,21586006,21657462
chr19,21657463,21733379
chr19,21733385,21821946
chr19,21821952,21900378
chr19,21900388,21983284
chr19,21983289,22076263
chr19,22076265,22155297
chr19,22155317,22236582
chr19,22236585,22321688
chr19,22321689,22405654
chr19,22405657,22498623
chr19,22498632,22585599
chr19,22585602,22668537
chr19,22668546,22742482
chr19,22742487,22826258
chr19,22826260,22910295
chr19,22910295,23000676
chr19,23000679,23091939
chr19,23091966,23172711
chr19,23172712,23251027
chr19,23251027,23337342
chr19,23337346,23422725
chr19,23422756,23511024
chr19,23511024,23585611
chr19,23585617,23662548
chr19,23662549,23747377
chr19,23747378,23829171
chr19,23829172,23897724
chr19,23897735,23975186
chr19,23975188,24049155
chr19,24049164,24131845
chr19,24131865,24196781
chr19,24196796,24250931
chr19,24250934,24304010
chr19,24304013,24346240
chr19,24346241,24376436
chr19,24376444,24402237
chr19,24402239,24435451
chr19,24435452,24894723
chr19,24894724,27247164
chr19,27247165,27284709
chr19,27284710,27326593
chr19,27326594,27358213
chr19,27358214,27384024
chr19,27384027,27416957
chr19,27416958,27465213
chr19,27465220,27516722
chr19,27516722,27570987
chr19,27570995,27626705
chr19,27626706,27684193
chr19,27684195,27748215
chr19,27748226,27824182
chr19,27824192,27902125
chr19,27902126,27995679
chr19,27995680,28083071
chr19,28083094,28170259
chr19,28170276,28259305
chr19,28259316,28343171
chr19,28343175,28428402
chr19,28428402,28519370
chr19,28519376,28611756
chr19,28611760,28702124
chr19,28702138,28787471
chr19,28787472,28872509
chr19,28872554,28955165
chr19,28955173,29042579
chr19,29042579,29127853
chr19,29127863,29214497
chr19,29214519,29302448
chr19,29302451,29384913
chr19,29384925,29463566
chr19,29463567,29549859
chr19,29549860,29635026
chr19,29635037,29719890
chr19,29719902,29807242
chr19,29807272,29887161
chr19,29887161,29969147
chr19,29969160,30060878
chr19,30060883,30148479
chr19,30148483,30235702
chr19,30235709,30326791
chr19,30326791,30417436
chr19,30417473,30504809
chr19,30504813,30594447
chr19,30594448,30680521
chr19,30680522,30768729
chr19,30768729,30857756
chr19,30857757,30948079
chr19,30948092,31041493
chr19,31041497,31125750
chr19,31125750,31215593
chr19,31215612,31308890
chr19,31308890,31395680
chr19,31395683,31483256
chr19,31483261,31567367
chr19,31567377,31651870
chr19,31651885,31736634
chr19,31736638,31821863
chr19,31821874,31913832
chr19,31913840,32003177
chr19,32003195,32090472
chr19,32090473,32179492
chr19,32179507,32270085
chr19,32270092,32359325
chr19,32359336,32451017
chr19,32451024,32543880
chr19,32543881,32621811
chr19,32621813,32700285
chr19,32700286,32788353
chr19,32788353,32871148
chr19,32871155,32964860
chr19,32964863,33051795
chr19,33051796,33135754
chr19,33135755,33218170
chr19,33218172,33299811
chr19,33299819,33391402
chr19,33391402,33476964
chr19,33476970,33565884
chr19,33565886,33655220
chr19,33655227,33744812
chr19,33744839,33828705
chr19,33828722,33915315
chr19,33915330,34013412
chr19,34013413,34105689
chr19,34105698,34194801
chr19,34194806,34279829
chr19,34279840,34366816
chr19,34366817,34445281
chr19,34445282,34524944
chr19,34524976,34616649
chr19,34616650,34708152
chr19,34708191,34809927
chr19,34809948,34911501
chr19,34911507,35001172
chr19,35001185,35086908
chr19,35086917,35172100
chr19,35172107,35263301
chr19,35263306,35346837
chr19,35346839,35433652
chr19,35433663,35520373
chr19,35520373,35613236
chr19,35613290,35694143
chr19,35694148,35776476
chr19,35776480,35857051
chr19,35857054,35942172
chr19,35942177,36028695
chr19,36028715,36113049
chr19,36113061,36188630
chr19,36188632,36267049
chr19,36267050,36353697
chr19,36353697,36442933
chr19,36442934,36527915
chr19,36527940,36629216
chr19,36629226,36726815
chr19,36726825,36820043
chr19,36820053,36918797
chr19,36918802,37013831
chr19,37013837,37117209
chr19,37117212,37213833
chr19,37213834,37283636
chr19,37283636,37365358
chr19,37365359,37468502
chr19,37468507,37564601
chr19,37564614,37665006
chr19,37665010,37761348
chr19,37761353,37856581
chr19,37856587,37943582
chr19,37943603,38032615
chr19,38032626,38118381
chr19,38118381,38198150
chr19,38198158,38268192
chr19,38268211,38350451
chr19,38350462,38436288
chr19,38436309,38516904
chr19,38516913,38597472
chr19,38597473,38673719
chr19,38673719,38750559
chr19,38750560,38826972
chr19,38826980,38903819
chr19,38903841,38986549
chr19,38986553,39067275
chr19,39067295,39145464
chr19,39145471,39224384
chr19,39224389,39310831
chr19,39310860,39401314
chr19,39401318,39479550
chr19,39479553,39562299
chr19,39562314,39655854
chr19,39655855,39749161
chr19,39749179,39837383
chr19,39837384,39910400
chr19,39910452,40004742
chr19,40004748,40109469
chr19,40109471,40195325
chr19,40195333,40281422
chr19,40281464,40364349
chr19,40364362,40445388
chr19,40445391,40529918
chr19,40529922,40620026
chr19,40620063,40699634
chr19,40699634,40784195
chr19,40784198,40856479
chr19,40856490,40939848
chr19,40939850,41018229
chr19,41018230,41103254
chr19,41103254,41174606
chr19,41174608,41253730
chr19,41253730,41341329
chr19,41341336,41425817
chr19,41425835,41513342
chr19,41513343,41610297
chr19,41610319,41705165
chr19,41705168,41800877
chr19,41800883,41883744
chr19,41883762,41969157
chr19,41969181,42061874
chr19,42061875,42154556
chr19,42154557,42242364
chr19,42242367,42321259
chr19,42321259,42409204
chr19,42409210,42503574
chr19,42503602,42608403
chr19,42608404,42708721
chr19,42708723,42764869
chr19,42764870,42822830
chr19,42822830,42875790
chr19,42875790,42927688
chr19,42927689,42985026
chr19,42985033,43043631
chr19,43043632,43098129
chr19,43098132,43165981
chr19,43165994,43230747
chr19,43230756,43300803
chr19,43300804,43383789
chr19,43383803,43469562
chr19,43469583,43551698
chr19,43551717,43642145
chr19,43642145,43725913
chr19,43725916,43818293
chr19,43818305,43927421
chr19,43927425,44031543
chr19,44031571,44139889
chr19,44139897,44236400
chr19,44236402,44337858
chr19,44337860,44430037
chr19,44430055,44520365
chr19,44520384,44603958
chr19,44603958,44693420
chr19,44693420,44773672
chr19,44773674,44853324
chr19,44853331,44930705
chr19,44930708,45009630
chr19,45009652,45092285
chr19,45092286,45173595
chr19,45173613,45251446
chr19,45251456,45331333
chr19,45331340,45400339
chr19,45400346,45482211
chr19,45482216,45560547
chr19,45560559,45639344
chr19,45639361,45717516
chr19,45717518,45795880
chr19,45795883,45872113
chr19,45872155,45955758
chr19,45955763,46041500
chr19,46041500,46145089
chr19,46145091,46234022
chr19,46234024,46317739
chr19,46317761,46401385
chr19,46401414,46477102
chr19,46477109,46559671
chr19,46559672,46646318
chr19,46646335,46730338
chr19,46730338,46810522
chr19,46810523,46882837
chr19,46882842,46982783
chr19,46982824,47055842
chr19,47055844,47129290
chr19,47129297,47205855
chr19,47205875,47273471
chr19,47273482,47345823
chr19,47345827,47420480
chr19,47420487,47504868
chr19,47504878,47591870
chr19,47591875,47667227
chr19,47667227,47742800
chr19,47742805,47815247
chr19,47815247,47888155
chr19,47888160,47960097
chr19,47960100,48041020
chr19,48041020,48122655
chr19,48122660,48204961
chr19,48204981,48291218
chr19,48291225,48375569
chr19,48375596,48453949
chr19,48453952,48535309
chr19,48535330,48604872
chr19,48604881,48683420
chr19,48683433,48765496
chr19,48765511,48836684
chr19,48836686,48913690
chr19,48913694,48989481
chr19,48989498,49046830
chr19,49046832,49113373
chr19,49113394,49190078
chr19,49190080,49266252
chr19,49266267,49358340
chr19,49358346,49444995
chr19,49445020,49514921
chr19,49514922,49586707
chr19,49586709,49660028
chr19,49660028,49733624
chr19,49733633,49816007
chr19,49816007,49886941
chr19,49886981,49962573
chr19,49962579,50043908
chr19,50043912,50134506
chr19,50134507,50206109
chr19,50206111,50290777
chr19,50290781,50377794
chr19,50377795,50450383
chr19,50450389,50522404
chr19,50522428,50595840
chr19,50595848,50678564
chr19,50678568,50761023
chr19,50761026,50835112
chr19,50835125,50920269
chr19,50920270,51002107
chr19,51002115,51082970
chr19,51082983,51176997
chr19,51177021,51273328
chr19,51273334,51362204
chr19,51362204,51446711
chr19,51446714,51533770
chr19,51533808,51622329
chr19,51622330,51712788
chr19,51712790,51801503
chr19,51801507,51902575
chr19,51902637,51998526
chr19,51998542,52093999
chr19,52094001,52186628
chr19,52186628,52279789
chr19,52279789,52366510
chr19,52366523,52445266
chr19,52445277,52523341
chr19,52523348,52594090
chr19,52594091,52673910
chr19,52673918,52741485
chr19,52741520,52812999
chr19,52813012,52887265
chr19,52887291,52961044
chr19,52961046,53046454
chr19,53046468,53131669
chr19,53131674,53217875
chr19,53217879,53301996
chr19,53302016,53383803
chr19,53383819,53458371
chr19,53458376,53536143
chr19,53536144,53606800
chr19,53606800,53678405
chr19,53678411,53747640
chr19,53747640,53808952
chr19,53808955,53873058
chr19,53873098,53935847
chr19,53935850,54011080
chr19,54011080,54084717
chr19,54084718,54155103
chr19,54155104,54218135
chr19,54218135,54285074
chr19,54285090,54354499
chr19,54354515,54421151
chr19,54421153,54490255
chr19,54490257,54567563
chr19,54567564,54637510
chr19,54637516,54713190
chr19,54713197,54763934
chr19,54763935,54816860
chr19,54816870,54869217
chr19,54869219,54935696
chr19,54935701,54995336
chr19,54995338,55051952
chr19,55051960,55120582
chr19,55120624,55188952
chr19,55188960,55259426
chr19,55259430,55337812
chr19,55337812,55409473
chr19,55409474,55486702
chr19,55486706,55554091
chr19,55554101,55630528
chr19,55630529,55697341
chr19,55697345,55761425
chr19,55761427,55833750
chr19,55833751,55896194
chr19,55896224,55970238
chr19,55970243,56031884
chr19,56031898,56091219
chr19,56091225,56163909
chr19,56163909,56232872
chr19,56232891,56317084
chr19,56317104,56412328
chr19,56412334,56517281
chr19,56517285,56615993
chr19,56616012,56696838
chr19,56696839,56781055
chr19,56781064,56879258
chr19,56879271,56960937
chr19,56960993,57039896
chr19,57039900,57115566
chr19,57115567,57195025
chr19,57195027,57280589
chr19,57280594,57366706
chr19,57366708,57458384
chr19,57458387,57548621
chr19,57548635,57649233
chr19,57649234,57742819
chr19,57742854,57826875
chr19,57826884,57898975
chr19,57898985,57982057
chr19,57982083,58055451
chr19,58055461,58136960
chr19,58136988,58218927
chr19,58218938,58298280
chr19,58298281,58381143
chr19,58381143,58452088
chr19,58452089,58523863
chr19,58523872,58599690
chr20,130991,223778
chr20,223782,309649
chr20,309653,391450
chr20,391452,473434
chr20,473459,559017
chr20,559045,649323
chr20,649328,738525
chr20,738530,824308
chr20,824327,914071
chr20,914079,1002021
chr20,1002030,1110394
chr20,1110414,1205746
chr20,1205747,1309426
chr20,1309429,1410488
chr20,1410502,1509044
chr20,1509045,1630734
chr20,1630740,1728160
chr20,1728161,1824222
chr20,1824224,1913421
chr20,1913443,2005651
chr20,2005652,2099345
chr20,2099352,2192064
chr20,2192109,2282761
chr20,2282764,2374475
chr20,2374476,2466120
chr20,2466141,2564150
chr20,2564150,2657561
chr20,2657563,2747317
chr20,2747317,2831341
chr20,2831341,2914076
chr20,2914092,3009028
chr20,3009031,3090827
chr20,3090859,3172595
chr20,3172604,3247973
chr20,3247991,3337243
chr20,3337256,3427779
chr20,3427781,3516514
chr20,3516515,3614692
chr20,3614698,3705803
chr20,3705812,3793887
chr20,3793888,3866224
chr20,3866226,3943924
chr20,3943931,4034855
chr20,4034859,4119996
chr20,4120021,4209587
chr20,4209589,4299155
chr20,4299171,4397029
chr20,4397048,4491079
chr20,4491079,4593541
chr20,4593548,4688096
chr20,4688100,4778920
chr20,4778925,4866182
chr20,4866196,4962824
chr20,4962829,5041920
chr20,5041938,5127790
chr20,5127793,5222333
chr20,5222338,5317909
chr20,5317910,5415828
chr20,5415837,5503303
chr20,5503305,5593487
chr20,5593488,5672857
chr20,5672876,5755017
chr20,5755042,5844789
chr20,5844789,5935628
chr20,5935633,6031699
chr20,6031723,6126083
chr20,6126092,6223430
chr20,6223447,6321949
chr20,6321949,6419244
chr20,6419250,6519404
chr20,6519423,6622433
chr20,6622434,6715532
chr20,6715543,6812715
chr20,6812717,6905478
chr20,6905485,7000690
chr20,7000714,7094625
chr20,7094644,7187007
chr20,7187007,7280370
chr20,7280374,7372233
chr20,7372267,7464155
chr20,7464157,7556165
chr20,7556166,7643091
chr20,7643115,7734627
chr20,7734653,7831705
chr20,7831715,7931292
chr20,7931297,8028516
chr20,8028517,8119646
chr20,8119679,8218366
chr20,8218369,8319935
chr20,8319948,8424757
chr20,8424770,8525176
chr20,8525187,8624205
chr20,8624212,8719049
chr20,8719050,8818547
chr20,8818550,8919867
chr20,8919874,9024138
chr20,9024149,9123700
chr20,9123705,9229248
chr20,9229255,9338644
chr20,9338658,9444563
chr20,9444573,9542427
chr20,9542440,9641786
chr20,9641789,9741580
chr20,9741582,9839052
chr20,9839052,9932931
chr20,9932934,10027169
chr20,10027177,10120197
chr20,10120214,10214001
chr20,10214011,10321078
chr20,10321081,10415670
chr20,10415677,10512764
chr20,10512764,10618730
chr20,10618739,10714542
chr20,10714560,10811076
chr20,10811102,10913281
chr20,10913282,11008473
chr20,11008481,11100393
chr20,11100397,11190930
chr20,11190954,11280465
chr20,11280480,11375399
chr20,11375405,11473997
chr20,11474002,11567256
chr20,11567264,11662542
chr20,11662544,11760270
chr20,11760280,11850339
chr20,11850340,11946364
chr20,11946373,12039349
chr20,12039350,12126369
chr20,12126374,12215181
chr20,12215204,12305653
chr20,12305664,12392763
chr20,12392764,12469256
chr20,12469256,12551013
chr20,12551022,12636817
chr20,12636831,12718906
chr20,12718917,12804837
chr20,12804841,12903852
chr20,12903880,13001420
chr20,13001429,13101112
chr20,13101123,13208994
chr20,13208999,13306928
chr20,13306936,13405713
chr20,13405713,13510791
chr20,13510831,13610956
chr20,13610965,13706978
chr20,13706980,13804311
chr20,13804321,13901738
chr20,13901747,13996292
chr20,13996307,14088644
chr20,14088653,14187515
chr20,14187530,14282392
chr20,14282399,14385802
chr20,14385816,14483563
chr20,14483564,14580726
chr20,14580727,14683967
chr20,14683974,14781646
chr20,14781647,14872952
chr20,14872969,14967980
chr20,14967983,15062069
chr20,15062079,15150707
chr20,15150710,15241845
chr20,15241846,15340961
chr20,15340964,15438150
chr20,15438151,15534979
chr20,15534985,15632180
chr20,15632180,15726899
chr20,15726900,15824576
chr20,15824608,15922271
chr20,15922272,16018888
chr20,16018892,16116946
chr20,16116968,16210853
chr20,16210858,16303210
chr20,16303242,16408386
chr20,16408394,16503938
chr20,16503942,16595551
chr20,16595554,16684700
chr20,16684700,16779268
chr20,16779274,16871883
chr20,16871888,16961966
chr20,16961977,17049619
chr20,17049626,17137141
chr20,17137141,17230701
chr20,17230702,17326748
chr20,17326751,17421807
chr20,17421827,17513928
chr20,17513958,17608230
chr20,17608238,17689277
chr20,17689297,17778733
chr20,17778733,17863575
chr20,17863614,17955333
chr20,17955342,18033649
chr20,18033649,18122508
chr20,18122508,18216691
chr20,18216702,18316836
chr20,18316839,18418241
chr20,18418247,18512277
chr20,18512280,18603557
chr20,18603558,18699984
chr20,18699986,18793932
chr20,18793934,18888872
chr20,18888875,18982492
chr20,18982518,19075032
chr20,19075039,19166170
chr20,19166180,19260832
chr20,19260836,19352526
chr20,19352532,19452847
chr20,19452862,19547886
chr20,19547904,19645063
chr20,19645071,19736700
chr20,19736704,19831242
chr20,19831251,19918580
chr20,19918592,20014324
chr20,20014326,20110775
chr20,20110778,20212574
chr20,20212582,20315895
chr20,20315896,20398686
chr20,20398703,20499206
chr20,20499212,20606544
chr20,20606559,20712116
chr20,20712129,20806675
chr20,20806680,20904313
chr20,20904315,20996217
chr20,20996218,21086890
chr20,21086891,21181193
chr20,21181199,21280313
chr20,21280321,21375826
chr20,21375826,21477596
chr20,21477606,21564360
chr20,21564371,21660314
chr20,21660319,21747219
chr20,21747219,21840639
chr20,21840654,21923482
chr20,21923488,22010736
chr20,22010739,22088815
chr20,22088815,22173173
chr20,22173174,22268817
chr20,22268819,22355585
chr20,22355590,22447457
chr20,22447457,22537283
chr20,22537287,22622937
chr20,22622946,22712062
chr20,22712073,22794180
chr20,22794198,22880638
chr20,22880639,22970853
chr20,22970856,23054089
chr20,23054091,23139334
chr20,23139343,23229868
chr20,23229891,23321235
chr20,23321236,23416182
chr20,23416219,23505581
chr20,23505581,23592746
chr20,23592749,23680451
chr20,23680462,23747274
chr20,23747277,23811514
chr20,23811516,23879255
chr20,23879256,23961565
chr20,23961570,24045286
chr20,24045288,24134981
chr20,24134981,24220661
chr20,24220662,24316116
chr20,24316118,24405207
chr20,24405207,24492086
chr20,24492093,24581147
chr20,24581148,24671774
chr20,24671774,24757596
chr20,24757602,24844110
chr20,24844110,24931461
chr20,24931464,25022934
chr20,25022954,25115139
chr20,25115144,25211158
chr20,25211170,25291338
chr20,25291344,25374655
chr20,25374656,25456144
chr20,25456147,25543097
chr20,25543108,25632211
chr20,25632216,25720833
chr20,25720834,25855530
chr20,25855554,25917651
chr20,25917684,26003603
chr20,26003607,26135437
chr20,26135443,26225503
chr20,26225512,26291205
chr20,26291215,26341867
chr20,26341868,26378413
chr20,26378414,26453654
chr20,26453654,26477984
chr20,26477984,26497716
chr20,26497717,26520773
chr20,26520775,26545949
chr20,26545949,26568397
chr20,26568398,26588045
chr20,26588049,26609221
chr20,26609222,26688139
chr20,26688140,26829150
chr20,26829156,27032537
chr20,27032542,27175664
chr20,27175664,27296713
chr20,27296721,27537925
chr20,27537929,27738976
chr20,27738977,27909250
chr20,27909251,28044807
chr20,28044808,28157389
chr20,28157389,28299430
chr20,28299431,28455159
chr20,28455160,28509849
chr20,28509850,28524393
chr20,28524393,28541702
chr20,28541705,28558272
chr20,28558276,28597682
chr20,28597684,28630947
chr20,28630950,28735534
chr20,28735534,28771866
chr20,28771867,28804818
chr20,28804820,28833845
chr20,28833848,28876285
chr20,28876290,28905419
chr20,28905421,28943454
chr20,28943458,29027117
chr20,29027128,29066154
chr20,29066155,29109203
chr20,29109204,29189893
chr20,29189894,29238831
chr20,29238836,29275557
chr20,29275598,29306160
chr20,29306166,29332855
chr20,29332855,29366467
chr20,29366471,29403537
chr20,29403544,29453037
chr20,29453040,29503785
chr20,29503785,29550831
chr20,29550833,29615837
chr20,29615840,29661060
chr20,29661063,29702490
chr20,29702490,29740594
chr20,29740596,29779229
chr20,29779233,29815627
chr20,29815627,29852261
chr20,29852264,29881482
chr20,29881485,29913748
chr20,29913750,29932434
chr20,29932434,29951106
chr20,29951117,29968671
chr20,29968671,29991423
chr20,29991424,30009976
chr20,30009977,30031313
chr20,30031314,30109361
chr20,30109379,30153823
chr20,30153825,30198385
chr20,30198385,30256694
chr20,30256710,30313480
chr20,30313483,30369053
chr20,30369053,30415877
chr20,30415888,30494080
chr20,30494083,30555506
chr20,30555511,30629152
chr20,30629153,30677646
chr20,30677646,30739599
chr20,30739607,30826827
chr20,30826829,30856152
chr20,30856159,30895215
chr20,30895215,30931016
chr20,30931018,30968466
chr20,30968476,31051806
chr20,31051806,31056146
chr20,31056147,31061832
chr20,31061833,31067344
chr20,31067345,31072892
chr20,31072892,31090134
chr20,31090135,31170257
chr20,31170258,31189777
chr20,31189780,31241560
chr20,31241563,31299733
chr20,31299733,31384688
chr20,31384697,31470560
chr20,31470560,31560428
chr20,31560433,31630547
chr20,31630570,31722337
chr20,31722347,31816319
chr20,31816336,31912314
chr20,31912348,32010516
chr20,32010517,32104111
chr20,32104112,32189883
chr20,32189891,32286123
chr20,32286189,32375502
chr20,32375503,32463489
chr20,32463493,32554190
chr20,32554190,32638975
chr20,32638976,32723084
chr20,32723086,32809726
chr20,32809727,32894295
chr20,32894306,32990258
chr20,32990265,33081083
chr20,33081115,33176231
chr20,33176232,33269204
chr20,33269214,33362673
chr20,33362690,33457009
chr20,33457012,33539029
chr20,33539034,33636525
chr20,33636531,33722234
chr20,33722259,33812206
chr20,33812209,33907807
chr20,33907826,34001223
chr20,34001232,34092159
chr20,34092163,34182717
chr20,34182729,34279422
chr20,34279433,34368187
chr20,34368197,34455072
chr20,34455088,34543517
chr20,34543523,34639299
chr20,34639305,34726278
chr20,34726288,34825687
chr20,34825690,34927470
chr20,34927474,35018703
chr20,35018707,35097798
chr20,35097801,35185030
chr20,35185030,35280644
chr20,35280663,35383328
chr20,35383333,35473846
chr20,35473854,35566230
chr20,35566241,35649651
chr20,35649654,35734290
chr20,35734295,35813598
chr20,35813628,35907262
chr20,35907281,36002471
chr20,36002475,36095011
chr20,36095040,36198432
chr20,36198434,36299987
chr20,36299989,36398204
chr20,36398214,36491823
chr20,36491849,36574447
chr20,36574447,36653513
chr20,36653547,36742523
chr20,36742569,36834058
